objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
ushmm060,1944.02.21--21_To_Pohl-Chart.png,,Letter to To from Pohl,Pohl,21/02/1944,"Chart showing how many prisoners were planned on, actually used, hours worked, and what they worked on and where. Planned on using 90,785 prisoners. Actually used 35,839 for a total of 8,733,495 hours of work for January",Haeftlingseinsatz fuer Zwecke der Luftfahrtindustrie,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.02.21--21_To_Pohl-Chart,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm061,1944.02.21--22_To_Pohl-Chart.png,,Letter to To from Pohl,Pohl,21/02/1944,"Chart showing how many prisoners were planned on, actually used, hours worked, and what they worked on and where. Planned on using 90,785 prisoners. Actually used 35,839 for a total of 8,733,495 hours of work for January",Haeftlingseinsatz fuer Zwecke der Luftfahrtindustrie,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.02.21--22_To_Pohl-Chart,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm062,1944.02.22-38-1_Himmler_Pohl.png,,Letter to Himmler from Pohl,Pohl,22/02/1944,"Updates to the report from January 19, 1944 (1944.01.19-1359-1+Himmler_Pohl.png) about the completion of the Me 109 G. 22 completed, with 2 more in the following month expected.",Fertigung des Jaegers Me 109 G,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.02.22-38-1_Himmler_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm063,1944.02.22-38-2_Himmler_Pohl.png,,Letter to Himmler from Pohl,Pohl,22/02/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.02.22-38-2_Himmler_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm064,1944.03.07-1885-1_Kammler_Brandt.png,,Letter to Kammler from Brandt,Brandt,07/03/1944,"Brandt acknowledging the report sent by Kammler on January 1, 1944. Kammler is to store the report in his files.",,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.07-1885-1_Kammler_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm065,1944.03.08-38-1_Pohl_Brandt.png,,Letter to Pohl from Brandt,Brandt,08/03/1944,"Himmler wants Pohl to duplicate the success of February in March. In light of bombing damage and increased demand, Pohl should consider his request",Vertigung des Jaegers Me 109 G. Bezug: Dort. v. 22.2.44,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.08-38-1_Pohl_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm066,1944.03.08-1879-1_Pohl_Himmler-English.png,,Letter to Pohl from Himmler,Himmler,08/03/1944,"Contemporary English translation of letter from Himmler to Pohl about two options: supervise and control the labor force, or head of removal operations",,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.08-1879-1_Pohl_Himmler-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm067,1944.03.08-1879-1_Pohl_Himmler.png,,Letter to Pohl from Himmler,Himmler,08/03/1944,"Letter from Himmler to Pohl about two options: supervise and control the labor force, or head of removal operations",Brief v.22.2 Tgb.Nr. 88/44 geh. D II/1 Az. 14 geh. Rs.,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.08-1879-1_Pohl_Himmler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm068,1944.03.10--1_Fegelein_Brandt.png,,Letter to Fegelein from Brandt,Brandt,10/03/1944,"Brandt asking Hermann Fegelein for acknowledgement of receipt of a letter from Himmler from March 9, 1944 about use of prisoners in the air transportation industry",Einsatz von Haeftlingen in der Luftfahrtindustrie,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.10--1_Fegelein_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm069,1944.03.10-1879-1_Pohl_Brandt.png,,Letter to Pohl from Brandt,Brandt,10/03/1944,"Brandt asking Pohl for acknowledgement of receipt of a letter from Himmler from March 9, 1944 about use of prisoners in the air transportation industry",,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.10-1879-1_Pohl_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm070,1944.03.21-418-1_Himmler_Pohl.png,,Letter to Himmler from Pohl,Pohl,21/03/1944,Cover letter from Pohl to Himmler stating that he is sending two maps with pictures of the A 4 program “Le” and “Schlier”,Sondervorhaben der Waffen-SS – Pruefstandanlagen “Le” und “Schlier”.,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.21-418-1_Himmler_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm071,1944.03.26-29-1_Bartels_Brandt.png,,Letter to Bartels from Brandt,Brandt,26/03/1944,"Brandt replying to Bartels about a letter from March 14, 1944, stating that Himmler wants Bartels to talk to the Gauleiter before continuing the construction. Himmler also wants to make sure it is known that the Gauleiter doesn't own the mountain, but only is responsible for it, and should possess a residence in a separate side tunnel.",,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.26-29-1_Bartels_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm072,1944.03.27-1890-1_Pohl_Brandt.png,,Letter to Pohl from Brandt,Brandt,27/03/1944,Reichsfuehrer-SS thanking Pohl for the maps.,Sondervorhaben der Waffen-SS Pruefstandanlagen “Le” und “Schlier” Bezug: Dort. v. 21.3.44 – D-F/2/Dr.Ka/Sei. 418/44,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.27-1890-1_Pohl_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm073,1944.03.29-441-1_Brandt_Kammler.png,,Letter to Brandt from Kammler,Kammler,29/03/1944,"Since Kammler has not heard anything different from the outcome of the talk between Himmler and Speer, then the building projects will remain under his control. All local departments best support the building projects.",B-Massnahme Leitmeritz – Jaegerstab,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.29-441-1_Brandt_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm074,1944.03.30-1079--_To_Kammler-A1-Lengerich.png,,Letter to To from Kammler,Kammler,30/03/1944,A1 Lengerich,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.30-1079--_To_Kammler-A1-Lengerich,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm075,1944.03.30-1079--_To_Kammler-A2-Barkhausen.png,,Letter to To from Kammler,Kammler,30/03/1944,A2 Barkhausen,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.30-1079--_To_Kammler-A2-Barkhausen,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm076,1944.03.30-1079--_To_Kammler-A3-Morsleben.png,,Letter to To from Kammler,Kammler,30/03/1944,A3 Morsleben,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.30-1079--_To_Kammler-A3-Morsleben,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm077,1944.03.30-1079--_To_Kammler-A4-Hadmersleben.png,,Letter to To from Kammler,Kammler,30/03/1944,A4 Hadmersleben,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.30-1079--_To_Kammler-A4-Hadmersleben,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm078,1944.03.30-1079--_To_Kammler-A5-Uftrungen.png,,Letter to To from Kammler,Kammler,30/03/1944,A5 Uftrungen,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.30-1079--_To_Kammler-A5-Uftrungen,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm079,1944.03.30-1079--_To_Kammler-A6-Wansleben.png,,Letter to To from Kammler,Kammler,30/03/1944,A6 Wansleben,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.30-1079--_To_Kammler-A6-Wansleben,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm080,1944.03.30-1079--_To_Kammler-A7-Bruttig.png,,Letter to To from Kammler,Kammler,30/03/1944,A7 Bruttig,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.30-1079--_To_Kammler-A7-Bruttig,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm081,1944.03.30-1079--_To_Kammler-A8-Neckarelz.png,,Letter to To from Kammler,Kammler,30/03/1944,A8 Neckarelz,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.30-1079--_To_Kammler-A8-Neckarelz,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm082,1944.03.30-1079--_To_Kammler-A9-Markirch.png,,Letter to To from Kammler,Kammler,30/03/1944,A9 Markirch,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.30-1079--_To_Kammler-A9-Markirch,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm083,1944.03.30-1079--_To_Kammler-A10-Urbis.png,,Letter to To from Kammler,Kammler,30/03/1944,A10 Urbis,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.30-1079--_To_Kammler-A10-Urbis,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm084,1944.03.xx--1_To_From-MapofQuedlinburg.png,,Letter to To from From,Creator Unkown,03/1944,Map of Quedlinburg Dom detailing different sections,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.xx--1_To_From-MapofQuedlinburg,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm085,1944.03.xx--2_To_From-MapofQuedlinburg.png,,Letter to To from From,Creator Unkown,03/1944,"Map of Quedlinburg castle, showing upper floor",,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.03.xx--2_To_From-MapofQuedlinburg,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm086,1944.04.01--1_Himmler_Pohl-English.png,,Letter to Himmler from Pohl,Pohl,01/04/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.01--1_Himmler_Pohl-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm087,1944.04.01--1_Himmler_Pohl.png,,Letter to Himmler from Pohl,Pohl,01/04/1944,Letter to Himmler with maps about the A and B projects for the Jaegerprogramm,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.01--1_Himmler_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm088,1944.04.01-459_Himmler_Pohl.png,,Letter to Himmler from Pohl,Pohl,01/04/1944,"Pohl's cover letter about a report on the status of the special actions regarding the Jaegerstab. Also, a second copy of the report is included in case he wants to update the Reichsmarchall. The following also have the report already: Speer, Milch, Saur.",Jaegerstab – Sondermassnahmen Waffen-SS,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.01-459_Himmler_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm089,1944.04.03--1_To_Eckhardt.png,,Letter to To from Eckhardt,Eckhardt,03/04/1944,"Letter about NPEA Ilfeld, Mittelwerk G.m.b.H and Gemeinschaft Grossdeutscher Lokomotivfabriken e.V.",,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.03--1_To_Eckhardt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm090,1944.04.03--2_To_Eckhardt.png,,Letter to To from Eckhardt,Eckhardt,03/04/1944,"Letter, page 2, about NPEA Ilfeld, Mittelwerk G.m.b.H and Gemeinschaft Grossdeutscher Lokomotivfabriken e.V.",,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.03--2_To_Eckhardt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm091,1944.04.05-421-1_Reichsführer_Pohl-English.png,,Letter to Reichsführer from Pohl,Pohl,05/04/1944,Contemporary English translation of letter from Pohl affirming that his group can take over all of the Stalags if requested.,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.05-421-1_Reichsführer_Pohl-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm092,1944.04.05-421-1_Reichsführer_Pohl.png,,Letter to Reichsführer from Pohl,Pohl,05/04/1944,Pohl affirming that his group can take over all of the Stalags if requested.,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.05-421-1_Reichsführer_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm093,1944.04.05-1898-1_Pohl_Hauptsturmführer-English.png,,Letter to Pohl from Hauptsturmführer,Hauptsturmführer,05/04/1944,Contemporary English translation stating that the Reichsfuehrer SS responds that Pohl would get the job over Nebe,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.05-1898-1_Pohl_Hauptsturmführer-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm094,1944.04.05-1898-1_Pohl_Hauptsturmführer.png,,Letter to Pohl from Hauptsturmführer,Hauptsturmführer,05/04/1944,Reichsfuehrer SS responds that Pohl would get the job over Nebe,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.05-1898-1_Pohl_Hauptsturmführer,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm095,1944.04.07--1_Fegelein_From.png,,Letter to Fegelein from From,Creator Unkown,07/04/1944,First report of the status of the special measures of the Waffen-SS for the Jaegerstab.,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.07--1_Fegelein_From,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm096,1944.04.07-1532-1_Reichsfuehrer_Frank-English.png,,Letter to Reichsfuehrer from Frank,Frank,07/04/1944,Contemporary English translation of letter requesting 500 concentration camp prisoners for work on the Kohlenfelden project which is “of the greatest importance”. Housing for the prisoners can be provided by tents.,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.07-1532-1_Reichsfuehrer_Frank-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm097,1944.04.07-1532-1_Reichsfuehrer_Frank.png,,Letter to Reichsfuehrer from Frank,Frank,07/04/1944,Letter requesting 500 concentration camp prisoners for work on the Kohlenfelden project which is “of the greatest importance”. Housing for the prisoners can be provided by tents.,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.07-1532-1_Reichsfuehrer_Frank,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm098,1944.04.08-38-1_Reichsmarschall_From.png,,Letter to Reichsmarschall from From,Creator Unkown,08/04/1944,Cover letter to the Reichsmarschall informing of first report of the SS projects. Report includes 2 folders and 8 individual pages.,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.08-38-1_Reichsmarschall_From,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm099,1944.04.08-482-1_Stobbe-Dethleffen_Kammler-English.png,,Letter to Stobbe from Kammler,Kammler,08/04/1944,"Contemporary English translation of a letter from Kammler writing to Stobbe-Dethleffsen that Project B5 is all but finished and ready to hand over to the Commissioner of Construction, and that everything about the project proceeded smoothly, and that the final stages be completed with the same “tempo”.",,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.08-482-1_Stobbe-Dethleffen_Kammler-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm100,1944.04.08-482-1_Stobbe-Dethleffen_Kammler.png,,Letter to Stobbe from Kammler,Kammler,08/04/1944,"Kammler writing to Stobbe-Dethleffsen that Project B5 is all but finished and ready to hand over to the Commissioner of Construction, and that everything about the project proceeded smoothly, and that the final stages be completed with the same “tempo”. (page 1)",,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.08-482-1_Stobbe-Dethleffen_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm101,1944.04.08-482-2_Stobbe-Dethleffen_Kammler.png,,Letter to Stobbe from Kammler,Kammler,08/04/1944,"Kammler writing to Stobbe-Dethleffsen that Project B5 is all but finished and ready to hand over to the Commissioner of Construction, and that everything about the project proceeded smoothly, and that the final stages be completed with the same “tempo”. (page 2)",,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.08-482-2_Stobbe-Dethleffen_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm102,1944.04.08-855-1_Frank_Himmler.png,,Letter to Frank from Himmler,Himmler,08/04/1944,Himmler suggesting to Frank to let Kammler take over the construction.,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.08-855-1_Frank_Himmler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm103,1944.04.08-855-1_Pohl_Brandt-copy.png,,Letter to Pohl from Brandt,Brandt,08/04/1944,"Brandt sending along the telegram from Frank and the answer of the Reichsfuehrer-SS, with the request to send the document to Kammler",,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.08-855-1_Pohl_Brandt-copy,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm104,1944.04.08-855-1_Pohl_Brandt.png,,Letter to Pohl from Brandt,Brandt,08/04/1944,Brandt sending a “telex” from Frank and the answer from Himmler. Documents should be forwarded to Kammler.,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.08-855-1_Pohl_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm105,1944.04.08-1532-1_Frank_Himmler-English.png,,Letter to Frank from Himmler,Himmler,08/04/1944,Contemporary translation of letter: Himmler suggesting to Frank to let Kammler take over the construction.,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.08-1532-1_Frank_Himmler-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm106,1944.04.08-1532-1_Frank_Himmler.png,,Letter to Frank from Himmler,Himmler,08/04/1944,Himmler suggesting to Frank to let Kammler take over the construction. (Copy),,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.08-1532-1_Frank_Himmler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm107,1944.04.11-46-1_Himmler_Heissmeyer.png,,Letter to Himmler from Heissmeyer,Heissmeyer,11/04/1944,"Heissmeyer to Himmler, wondering if they can restart the education of the National Political Education Institute in Ilfeld now that the buildings are unoccupied.",,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.11-46-1_Himmler_Heissmeyer,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm108,1944.04.14--1_Pohl_Brandt.png,,Letter to Pohl from Brandt,Brandt,14/04/1944,Send the report about the “Jaegerstab” to Reichsleiter Bormann.,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.14--1_Pohl_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm109,1944.04.14-747-1_Hierl_Kammler-English.png,,Letter to Hierl from Kammler,Kammler,14/04/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.14-747-1_Hierl_Kammler-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm110,1944.04.14-747-1_Hierl_Kammler.png,,Letter to Hierl from Kammler,Kammler,14/04/1944,"Kammler writing to Reichsarbeitsfuehrer Hierl asking him to release to him, the two housing facilities located at RAD-Lager St. Margarten/Niederdonau and Hersbruck by Nuernberg. The camps are to be used by workers for two big projects of the Waffen-SS",,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.14-747-1_Hierl_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm111,1944.04.14-747-2_Hierl_Kammler-English.png,,Letter to Hierl from Kammler,Kammler,14/04/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.14-747-2_Hierl_Kammler-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm112,1944.04.14-747-2_Hierl_Kammler.png,,Letter to Hierl from Kammler,Kammler,14/04/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.14-747-2_Hierl_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm113,1944.04.15-24411-1_Himmler_Goering.png,,Letter to Himmler from Goering,Goering,15/04/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.15-24411-1_Himmler_Goering,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm114,1944.04.19-579-1_Brandt_Kammler.png,,Letter to Brandt from Kammler,Kammler,19/04/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.19-579-1_Brandt_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm115,1944.04.20--1_Pohl_Brandt.png,,Letter to Pohl from Brandt,Brandt,20/04/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.20--1_Pohl_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm116,1944.04.20-583-1_Brandt_Kammler.png,,Letter to Brandt from Kammler,Kammler,20/04/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.20-583-1_Brandt_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm117,1944.04.20-587-1_Brandt_Kammler-English.png,,Letter to Brandt from Kammler,Kammler,20/04/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.20-587-1_Brandt_Kammler-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm118,1944.04.20-587-1_Brandt_Kammler.png,,Letter to Brandt from Kammler,Kammler,20/04/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.20-587-1_Brandt_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm119,1944.04.28-680-1_Brandt_Pohl.png,,Letter to Brandt from Pohl,Pohl,28/04/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.28-680-1_Brandt_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
